PMC1,PMC2,PMC3,PMC4,PMC5,PMC6,PMC7,PMC8,PMC9,PMC10,PMC11,PMC12,MCE1,MCE2,MCE3,MCE4,MCE5,MCE6,MCE7,MCE8,MCE9,MCE21,MCE22,MCE23,MCE24,MCE25,MCE26,MCE27,MCE28,MCE29,MCE30,MCE31,MP1,MP2,MP3,MP4,SI1,SI2,SI3,SI4,SI6,SI7,SI8,SI9,SI10,SI11,SI12,SI13,SI14,SI15,SI16,F1,F11,F2,F3,F4,F5,F6,F7,F8,F9,F10,MCA1,MCA2,MCEn1,MCEn2,Norm,TA1,TA2,Sub1,Sub2,Anth1,Anth2,Anth3,Anth4,attention,own,work,smart,exper,fint,fexp,politics,religion,relelse,diet,feedback,minutes,progress,age,gender,region,raceethnicity,education,income,Pcode,exp_seen_abuse,exp_video_abuse,exp_conv_robot,exp_book_article,exp_conv_friend,exp_none,religionRNR,dietMR,exp_prop,PMC1nr,PMC2nr,PMC3nr,PMC4nr,PMC5nr,PMC6nr,PMC7nr,PMC8nr,PMC9nr,PMC10nr,PMC11nr,PMC12nr,MCE1nr,MCE2nr,MCE3nr,MCE4nr,MCE5nr,MCE6nr,MCE7nr,MCE8nr,MCE9nr,SI1nr,SI2nr,SI3nr,SI4nr,MCA1nr,MCA2nr,MCEn1nr,MCEn2nr,education_recode,age_recode,income_recode,weight
7,1,7,7,1,4,4,1,1,1,1,1,4,1,4,4,4,1,4,4,4,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.08,1.04,1.08,1.04,0,1,59,1,7,7,7,7,7,2,5,3,4,3,7,7,1,1,2,No,Yes,10,20,96,1.04,1.04,2.16,1.08,1.04,1.24,7,6,7,7,6.76,1.24,4.48,6.88,6.94,0.1,0.1,0,0.2,(2) agree,No,No,Yes,"[""None of the above""]",3,1,2.96,Protestant,,Meat-eater,,24.97,0.923076923,58,Female,West,White,10,112500,920,0,0,0,0,0,1,0,0,0,6,1,6,6,1,,,1,1,1,1,1,,1,,,,1,,,,6,6,6,6,6,5,6,6,bachelors,55_,100000_,0.828883252
5,5,6,3,2,3,3,3,2,5,5,1,3,3,3,3,6,1,6,5,5,1.6,1.4,2.24,1.8,1.8,1.84,4.08,1.48,3.44,1.32,1.48,19,23,65,74,6,3,5,5,2,1,2,4,4,2,3,4,3,1,1,Not sure,Not sure,10,10,65,2.36,3.48,2.6,3.56,3.56,4,7,7,7,7,3.52,2.2,3.16,6.1,2.8,3.5,1.9,3.2,2.5,(2) agree,No,No,No,"[""Had a conversation with a robot/AI""]",0,0,2.92,Protestant,,Meat-eater,Difficult to interpret. Futuristic guesswork,15.27,0.923076923,70,Male,South,White,8,112500,921,0,0,1,0,0,0,0,0,0.2,4,4,5,3,2,3,3,3,2,4,4,1,3,3,3,3,5,1,5,4,4,5,3,4,4,6,6,6,6,some_college,55_,100000_,1.522717178
5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3.2,3.12,3.16,3.24,3.16,3.2,3.2,3.16,3.12,2.92,3.08,59,53,52,52,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,Not sure,Not sure,0,0,70,2.88,2.84,3.64,3.6,3.24,3.28,5,5,5,6,4.96,4.06,3.76,3.52,4.12,4.7,4.3,4.4,4.2,(2) agree,Yes,Yes,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",3,3,3.08,Agnostic,,Meat-eater,,17.78,0.923076923,32,Female,West,White,10,175000,922,0,0,0,0,1,0,1,0,0.2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,5,bachelors,18_34,100000_,0.860159796
7,4,7,7,1,1,4,5,2,4,1,1,6,4,7,1,7,1,7,4,7,5,3.68,5,1.16,1.96,4.04,4,1.92,1.16,5,4.56,5,4,98,6,7,2,5,5,4,1,3,1,3,3,4,6,2,5,5,Not sure,Not sure,-1,-1,14,1.72,3.92,3.96,3.92,1.72,3.56,5,2,7,7,7,1,6.76,6.88,5.56,0,0.5,0,0,(2) agree,No,No,Yes,"[""None of the above""]",0,0,1,None,,Meat-eater,"Difficult questions, a lot to think about.",19.18,0.923076923,61,Male,Midwest,White,8,112500,923,0,0,0,0,0,1,1,0,0,6,,6,6,1,1,,4,2,,1,1,5,,6,1,6,1,6,,6,6,2,4,4,4,2,6,6,some_college,55_,100000_,1.500876014
2,2,2,2,2,4,5,5,4,2,6,2,3,2,5,4,5,4,6,5,6,3.36,2.6,2.48,3.28,3.32,3.28,3.4,2.76,2.72,2.28,2.6,39,40,59,64,5,3,5,5,5,3,4,7,7,6,7,7,6,3,3,Not sure,Yes,5,1,95,3.44,2.72,3.36,2.48,2.76,2.48,7,7,7,7,4.84,3.1,5.8,5.32,4.3,3.6,3.7,3.1,3.3,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",5,4,1.76,None,,Meat-eater,,35.6,0.923076923,69,Male,West,White,10,175000,924,0,0,1,0,1,0,1,0,0.4,2,2,2,2,2,,4,4,,2,5,2,3,2,4,,4,,5,4,5,4,3,4,4,6,6,6,6,bachelors,55_,100000_,0.997966669
2,6,6,6,4,4,4,4,2,4,2,4,6,4,4,4,2,2,6,6,7,2.28,3.08,2.48,2.16,1.84,1.44,1.68,1.52,1.64,3.88,2.92,58,43,69,65,5,3,4,4,3,4,4,6,5,5,6,6,6,2,1,No,Yes,20,40,75,3,3.04,3.48,3.56,3.64,3.04,7,7,7,7,5.32,2.32,2.92,4.06,3.64,2.1,3.7,4.6,2.3,(2) agree,No,No,Yes,"[""None of the above""]",0,0,3,Jewish,,Meat-eater,,11.52,0.948717949,62,Male,Midwest,White,10,137500,925,0,0,0,0,0,1,0,0,0,2,5,5,5,,,,,2,,2,,5,,,,2,2,5,5,6,4,3,,,6,6,6,6,bachelors,55_,100000_,0.971143475
6,2,6,6,1,2,1,2,1,2,1,1,3,1,2,2,3,2,5,2,7,4,4.76,4.16,3.64,4.72,4.4,4.6,3.68,4.44,4.4,4.36,30,31,67,39,7,6,6,7,5,3,4,3,2,5,2,4,4,6,2,Not sure,Yes,15,1,60,4.52,4.36,4.24,3.48,2.28,1.48,7,5,3,3,6.28,1.48,1.42,3.76,6.28,6,6.3,6.2,3.5,(2) agree,No,No,Yes,"[""None of the above""]",0,1,4.16,Protestant,,Meat-eater,,15.6,0.923076923,76,Male,West,White,10,175000,926,0,0,0,0,0,1,0,0,0,5,2,5,5,1,2,1,2,1,2,1,1,3,1,2,2,3,2,4,2,6,6,5,5,6,6,4,3,3,bachelors,55_,100000_,0.997966669
2,4,5,6,4,4,4,4,1,4,5,1,4,1,4,1,6,1,6,2,6,4.04,2.8,3.72,3.24,2.76,2.84,2.88,3.16,3.16,5,2.36,38,33,61,63,5,6,6,6,4,4,5,1,1,4,1,4,3,7,5,No,No,0,1,50,3,2.08,3,2.04,1.24,2.04,6,6,6,6,5.02,1,1.36,3.88,3.64,0.4,0.5,0.4,0.3,(2) agree,No,No,Yes,"[""None of the above""]",0,0,4.16,Catholic,,Meat-eater,,10.58,0.923076923,63,Male,West,White,8,137500,927,0,0,0,0,0,1,0,0,0,2,,4,5,,,,,1,,4,1,,1,,1,5,1,5,2,5,4,5,5,5,5,5,5,5,some_college,55_,100000_,1.542330537
2,1,6,7,3,3,1,2,3,1,1,1,2,3,5,2,2,1,2,2,1,1.04,2.44,1,1.56,1.08,1.44,1.32,1,1.64,1,1.52,14,0,31,21,4,5,4,5,1,1,2,2,4,2,1,3,2,1,1,Not sure,Not sure,20,10,35,1,1,3.64,1,1,1,5,4,5,2,7,1,1,1.54,4.06,0,0,0,0,(2) agree,No,No,No,"[""None of the above""]",0,3,3.68,Catholic,,Meat-eater,,16.02,0.948717949,67,Male,South,White,8,112500,928,0,0,0,0,0,1,0,0,0,2,1,5,6,3,3,1,2,3,1,1,1,2,3,4,2,2,1,2,2,1,,4,,4,4,,4,2,some_college,55_,100000_,1.522717178
5,7,1,1,1,1,1,1,1,1,1,1,2,1,7,1,1,1,7,1,7,1,1.08,1,1,1.12,1.08,1,1,1,1,1.08,0,0,100,100,7,3,5,5,1,1,1,1,1,1,1,1,1,1,1,No,No,1,10,0,1.12,1,1.12,1.08,1,1,7,7,7,7,7,1,1,6.64,6.88,0,0,0,0,(2) agree,No,No,Yes,"[""None of the above""]",0,0,3,Undisclosed,,Other restrictions,,14.63,0.923076923,60,Male,Midwest,White,10,175000,929,0,0,0,0,0,1,1,1,0,4,6,1,1,1,1,1,1,1,1,1,1,2,1,6,1,1,1,6,1,6,6,3,4,4,6,6,6,6,bachelors,55_,100000_,0.971143475
6,5,5,3,3,2,5,2,2,5,5,2,5,3,5,5,5,5,5,7,7,3.12,3.16,2.56,1.44,2.08,2,3.28,1.52,3.4,4.56,3.96,54,54,84,70,7,2,3,6,1,1,1,1,1,1,1,1,1,1,1,Not sure,Yes,10,15,72,3.24,3.84,4.44,2.6,2.68,2.68,7,7,6,6,4.3,3.04,4.3,3.82,4.54,5.8,5.8,6.1,4.3,(2) agree,Yes,No,Yes,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",2,2,2.68,Protestant,,Meat-eater,,5.77,0.923076923,33,Male,South,White,10,175000,930,0,0,1,1,1,0,0,0,0.6,5,4,4,3,3,2,4,2,2,4,4,2,4,3,4,4,4,4,4,6,6,6,2,3,5,6,6,5,5,bachelors,18_34,100000_,1.022453584
5,5,6,5,4,4,5,4,7,4,4,1,4,3,5,3,5,4,5,3,5,3.48,3.48,3.48,3.48,3.48,3.48,3.52,3.48,3.48,3.48,3.48,71,71,71,71,7,7,7,7,5,5,7,5,7,7,7,7,7,6,6,Yes,Yes,5,5,100,5,5,5,3.04,3.04,5,6,6,6,7,5.2,3.64,5.2,3.64,5.2,8.9,7,8.9,6.9,(2) agree,Yes,Yes,Yes,"[""Saw a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",4,3,4.36,Protestant,,Meat-eater,"This was a very interesting step into the future. While AI is a great tool, it also comes with a ""dark side"" from those who are evil.",19.03,0.923076923,71,Male,South,White,7,112500,931,1,0,1,0,1,0,0,0,0.6,4,4,5,4,,,4,,6,,,1,,3,4,3,4,,4,3,4,6,6,6,6,5,5,5,6,some_college,55_,100000_,1.522717178
2,2,2,2,2,3,6,6,2,2,3,1,5,2,2,2,6,2,5,5,6,4.32,3.96,2.4,1.88,1.88,2.56,1.6,1.92,3.24,4.24,3.84,31,30,88,54,3,3,3,3,4,4,5,5,6,6,5,7,5,4,4,No,Not sure,10,25,74,4.04,3.6,3.52,2.48,2.52,2.36,6,3,5,3,5.08,2.32,4.54,3.7,2.86,3.4,3.8,2.6,1.8,(2) agree,No,Yes,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",0,3,3.48,Protestant,,Meat-eater,,7.83,0.923076923,66,Male,Midwest,White,10,112500,932,0,0,0,0,1,0,0,0,0.2,2,2,2,2,2,3,5,5,2,2,3,1,4,2,2,2,5,2,4,4,5,3,3,3,3,5,3,4,3,bachelors,55_,100000_,0.971143475
3,4,7,7,2,2,5,2,1,5,3,1,3,4,4,2,5,1,7,5,6,5,1.88,4.72,1,3.72,1,1.84,1,3.24,5,4.4,20,20,89,75,6,6,6,7,2,3,2,2,1,4,4,3,3,4,2,No,Not sure,8,10,70,3.6,4,5,2.44,1,2.36,6,6,7,7,6.46,1,1,7,2.86,0,0,2,1.5,(2) agree,No,No,No,"[""None of the above""]",0,0,2.2,Catholic,,Meat-eater,Never been down this road. It was an interesting trip. Glad I am at the age where I'll be gone before we humans become so useless we don't care nor participate in life.,19.22,0.923076923,81,Male,West,White,10,137500,933,0,0,0,0,0,1,0,0,0,3,,6,6,2,2,4,2,1,4,3,1,3,,,2,4,1,6,4,5,5,5,5,6,5,5,6,6,bachelors,55_,100000_,0.997966669
2,2,2,2,1,1,1,1,1,1,3,1,5,1,2,5,5,1,4,4,4,3.08,3.92,3.16,2,2.28,3,3.08,2.16,3.72,2.12,1.76,23,15,83,89,7,3,3,5,7,7,7,5,5,6,6,7,6,7,4,No,Yes,10,10,100,5,4.76,4.88,4.88,4.76,4.84,7,5,7,7,4.36,4.54,5.02,5.32,4,0,0,0,0,(2) agree,No,No,No,"[""None of the above""]",0,2,1.88,None,,Meat-eater,Really interesting survey,18.52,0.923076923,81,Male,West,White,10,112500,934,0,0,0,0,0,1,1,0,0,2,2,2,2,1,1,1,1,1,1,3,1,4,1,2,4,4,1,,,,6,3,3,4,6,4,6,6,bachelors,55_,100000_,0.997966669
7,2,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1.08,3.6,1,1.28,4.96,4.72,5,4.6,5,5,1,2,84,67,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,No,No,1,1,74,1,1,1.24,1.76,1,1.04,7,5,5,2,1,1,1,7,6.94,0,0,0,0,(2) agree,Yes,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a family member or friend about robots/AIs""]",2,1,3.84,Protestant,,Meat-eater,,18.42,0.923076923,58,Male,Midwest,White,5,112500,935,0,1,0,0,1,0,0,0,0.4,6,2,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,4,4,2,high,55_,100000_,1.340158463
1,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,1.16,1.08,3.72,1,1.2,1.2,2,2,8,5,5,5,5,5,2,2,1,1,1,2,2,1,1,1,2,No,Not sure,50,0,10,1.4,1.56,4.08,1,1.16,1.16,5,3,3,5,1,1.18,1.18,1.18,1.18,0,0.3,0.4,0.3,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI""]",1,1,2.52,Other,Science is how a conscious universe operates,Meat-eater,,14.9,0.923076923,73,Male,West,White,10,112500,936,0,0,1,0,0,0,0,0,0.2,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,4,bachelors,55_,100000_,0.997966669
6,3,5,6,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,5,7,1,2.28,1,1,1,1.04,1.6,1.12,2.4,1,1,1,1,89,81,7,6,6,6,2,1,1,1,1,2,3,1,2,7,2,Not sure,No,1,1,71,1,1,1,1,1,1,6,3,5,3,7,1,1.3,7,6.7,0,0,0,0,(2) agree,No,No,No,"[""None of the above""]",0,0,4.4,Protestant,,Meat-eater,,12.57,0.923076923,66,Male,South,White,9,300000,937,0,0,0,0,0,1,0,0,0,5,3,4,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,6,6,5,5,5,5,3,4,3,associates,55_,100000_,1.051577883
7,7,6,7,6,7,6,7,7,7,7,6,6,7,6,5,7,7,7,7,6,3.76,5,5,4.84,3.8,4.28,4.92,5,4.76,4.4,3.72,100,92,82,100,7,7,7,6,1,2,1,1,2,1,1,1,3,3,1,Yes,Yes,10,9,100,4,4.8,3.92,5,4.24,5,7,6,6,7,6.64,7,5.86,5.92,6.94,9.6,9.5,7.9,7.7,(2) agree,Yes,Yes,No,"[""Saw a robot being physically abused or attacked by humans""]",5,3,5,Jewish,Lik,Meat-eater,Great,3.8,0.923076923,34,Male,West,White,7,112500,938,1,0,0,0,0,0,0,0,0.2,6,6,5,6,5,6,5,6,6,6,6,5,5,6,5,4,6,6,6,6,5,6,6,6,5,6,5,5,6,some_college,18_34,100000_,1.600527838
6,7,6,5,6,6,3,7,6,6,7,6,5,6,7,7,5,6,5,7,6,4.36,4.24,4.44,4.56,4.32,4.36,4.16,4.24,4.36,4.2,4.2,82,83,80,84,6,6,7,7,6,7,5,5,5,6,5,7,5,5,7,Yes,No,1,2,74,4.32,4.44,3.92,4.08,4.28,4.24,6,6,6,7,5.62,6.4,5.98,5.8,6.16,7.7,7.7,8,7.7,(2) agree,Yes,Yes,Yes,"[""Saw a robot being physically abused or attacked by humans"",""Read a book or article that discussed AI ethics or moral status""]",5,4,4.52,Catholic,,Pescatarian,Good,3.18,0.923076923,34,Male,Midwest,White,10,112500,939,1,0,0,1,0,0,0,1,0.4,5,6,5,4,5,5,3,6,5,5,6,5,4,5,6,6,4,5,4,6,5,5,5,6,6,5,5,5,6,bachelors,18_34,100000_,1.007787974
6,6,7,7,5,5,5,5,3,5,5,1,5,5,6,5,7,1,5,5,5,4.72,4.36,2.44,2.28,3.2,2.44,1.4,2.16,4.2,4.64,2.24,4,3,76,55,2,5,5,5,6,4,5,4,4,4,3,5,6,6,3,No,Yes,10,8,94,3.48,3.72,3.36,3.8,4.04,4.56,5,3,5,5,6.4,1.24,1.12,5.98,3.7,0.1,0.1,2.3,0.3,(2) agree,Yes,No,Yes,"[""None of the above""]",5,1,3.16,Atheist,,Meat-eater,,6.33,0.923076923,59,Male,South,White,7,112500,940,0,0,0,0,0,1,1,0,0,5,5,6,6,4,4,4,4,3,4,4,1,4,4,5,4,6,1,4,4,4,2,4,4,4,4,3,4,4,some_college,55_,100000_,1.522717178
7,1,7,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,50,50,50,50,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,No,Not sure,100,100,0,5,2.96,1,1,1.04,5,1,1,1,1,1,1,1,6.94,1,0,0,0,0,(2) agree,No,No,No,"[""None of the above""]",0,0,5,None,,Meat-eater,,14.07,0.923076923,72,Male,South,White,5,137500,941,0,0,0,0,0,1,1,0,0,6,1,6,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,1,1,high,55_,100000_,1.35966082
7,5,6,6,1,3,1,1,1,6,2,2,2,1,5,2,3,1,1,6,6,1.84,1.04,1.88,1.68,1.04,1,2.92,1.76,1.64,1.04,1,17,2,75,71,7,6,6,6,1,1,1,1,2,1,3,3,1,1,1,No,Not sure,-1,-1,12,3.88,1.04,2.08,1,1.36,1.04,3,2,2,2,5.74,1.06,1.3,6.88,1.24,1.3,4.7,1.5,1.4,(2) agree,No,No,Yes,"[""None of the above""]",0,0,4.72,Protestant,,Meat-eater,,27.95,0.923076923,76,Male,Midwest,White,5,97500,942,0,0,0,0,0,1,0,0,0,6,4,5,5,1,3,1,1,1,5,2,2,2,1,4,2,3,1,1,5,5,6,5,5,5,3,2,2,2,high,55_,75000_99999,1.175287118
6,1,1,6,4,4,4,3,4,4,4,4,3,3,5,5,3,6,6,5,3,4.12,3.96,4,3.48,3.6,3.84,3.96,4,4.04,3.72,3.84,63,64,69,63,4,5,7,4,1,1,1,1,1,1,1,1,1,1,1,Not sure,Not sure,25,25,81,3.48,3.16,3.36,3.56,3.6,3.8,6,5,5,6,4.96,4.84,5.02,5.2,4.96,7.2,7.5,7.3,7.3,(2) agree,No,No,No,"[""None of the above""]",0,0,3,Muslim,,Meat-eater,Good survey.,6.77,0.923076923,71,Male,Midwest,White,5,77500,943,0,0,0,0,0,1,0,0,0,5,1,1,5,,,,3,,,,,3,3,4,4,3,5,5,4,3,,4,6,,5,4,4,5,high,55_,75000_99999,1.175287118
6,4,6,6,5,4,4,2,1,5,3,1,6,4,7,6,6,1,6,5,7,4,2.48,3.4,2.32,2.52,3.36,2.64,2.44,3.56,4.28,3.8,26,27,21,22,5,5,6,7,3,2,2,4,3,3,5,6,3,4,2,Not sure,Yes,30,40,76,2.68,2.48,4.24,2.52,2.6,3.72,4,3,5,6,4.54,1.72,4,4.96,1.42,2.6,3.4,2.5,3.3,(2) agree,No,No,Yes,"[""None of the above""]",5,1,5,Protestant,,Meat-eater,,18.18,0.923076923,66,Male,West,White,8,112500,944,0,0,0,0,0,1,0,0,0,5,,5,5,4,,,2,1,4,3,1,5,,6,5,5,1,5,4,6,4,4,5,6,,3,4,5,some_college,55_,100000_,1.542330537
1,1,2,1,1,1,7,7,7,2,7,1,6,6,6,6,7,6,6,7,6,4.28,3.96,4.04,4.24,4.32,4.2,4.24,3.84,4.36,4.16,4,74,82,78,73,6,6,3,2,6,5,7,6,6,6,6,7,6,6,6,Yes,Yes,5,2,73,4.2,3.72,3.84,3.92,3.8,3.6,6,5,7,5,6.4,6.04,5.74,5.26,5.44,7,6.8,8.1,7.7,(2) agree,No,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",1,2,4.16,Catholic,,Meat-eater,Good survey,16.38,0.923076923,34,Female,West,White,8,137500,945,0,0,0,0,1,0,0,0,0.2,1,1,2,1,1,1,6,6,6,2,6,1,5,5,5,5,6,5,5,6,5,5,5,3,2,5,4,6,4,some_college,18_34,100000_,1.329353736
3,7,7,7,7,7,7,7,7,4,5,4,7,7,7,5,7,7,5,5,5,2.12,2.16,2.92,1.88,1.84,4.16,1.96,1.84,1.92,4.32,4.64,22,22,85,52,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Not sure,Not sure,1,0,0,1.4,4.92,4.2,1.72,3.72,4.44,7,7,7,7,4,4,5.56,6.58,1.06,7.7,7.8,6.5,2.6,(2) agree,No,No,No,"[""None of the above""]",0,0,2.88,None,,Meat-eater,none,14.27,0.923076923,65,Male,South,Asian,5,175000,946,0,0,0,0,0,1,1,0,0,3,6,6,6,6,6,6,6,6,,4,,6,6,6,4,6,6,4,4,4,6,6,6,6,6,6,6,6,high,55_,100000_,1.420551059
5,6,5,6,6,5,6,6,6,6,5,6,6,5,6,6,5,5,6,6,5,4,4,3.56,4.08,4.12,4.28,4.08,4.52,4,4.4,3.64,74,89,79,71,5,5,5,6,3,5,6,2,3,2,3,6,6,2,5,Yes,Yes,4,5,74,4.2,4.2,4.16,4.12,4.04,4,6,6,6,6,5.98,5.98,6.58,5.92,5.5,8.6,8.4,8.5,7.8,(2) agree,No,No,Yes,"[""Saw a robot being physically abused or attacked by humans"",""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Read a book or article that discussed AI ethics or moral status""]",1,1,4.04,Undisclosed,,Vegan,very very good,9.15,0.923076923,33,Male,South,White,6,112500,947,1,1,0,1,0,0,1,1,0.6,4,5,4,5,5,4,5,5,5,5,4,5,5,4,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,high,18_34,100000_,1.410965381
7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.44,4.28,4.4,3.44,3.8,4.48,3.68,4.4,3.64,4.44,3.76,7,5,2,5,1,7,7,7,2,1,1,1,2,1,1,1,1,1,2,Yes,No,-1,1,23,2.52,2.6,2.08,2.36,2.44,1,3,6,6,1,1,1.06,1.18,3.16,1.06,0.1,0.5,0.1,0.1,(2) agree,No,No,Yes,"[""None of the above""]",0,0,4.68,Protestant,,Meat-eater,,33.93,0.974358974,65,Male,South,White,5,112500,948,0,0,0,0,0,1,0,0,0,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,3,5,5,1,high,55_,100000_,1.35966082
5,5,5,3,5,5,5,5,5,5,3,2,5,2,6,5,5,5,5,5,6,3.88,3.84,2.44,2.52,3.6,3.6,3,3,2.72,3.76,3.88,60,65,53,76,3,3,3,5,2,2,3,4,2,2,3,2,4,4,2,Not sure,Not sure,4,4,73,3.96,3.2,3.6,3.48,3.72,3.24,5,2,5,7,4.66,3.76,4.72,4.66,4.06,5.2,7.3,5.8,5,(2) agree,No,No,Yes,"[""None of the above""]",0,0,3.76,Protestant,,Meat-eater,,12.68,0.923076923,58,Male,West,White,5,112500,949,0,0,0,0,0,1,0,0,0,4,4,4,3,4,4,4,4,4,4,3,2,4,2,5,4,4,4,4,4,5,3,3,3,4,4,2,4,6,high,55_,100000_,1.377173931
3,6,3,5,6,6,6,6,6,4,4,7,2,2,2,2,6,2,3,3,2,2.52,2.64,3.48,3.12,3.56,2.6,3.04,2.68,2.6,3.2,2.64,54,51,55,52,7,4,4,4,2,6,2,2,3,5,1,1,4,1,4,No,No,0,0,6,1.52,1.28,1.28,1.32,1.32,1,4,4,4,4,1,1,1,1,1,1.8,1.5,1.7,1.8,(2) agree,No,No,No,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans""]",0,0,2.6,None,,Vegan,,12.03,0.923076923,32,Male,West,Black,5,300000,950,0,1,0,0,0,0,1,1,0.2,3,5,3,4,5,5,5,5,5,,,6,2,2,2,2,5,2,3,3,2,6,,,,,,,,high,18_34,100000_,1.352073065
3,5,5,2,6,5,6,5,5,5,6,2,6,6,6,6,6,3,7,7,7,3.76,3.52,3.56,1,1.52,2,1,2.52,4,3.08,2.52,60,70,90,100,1,2,2,3,5,4,2,1,3,2,7,1,6,5,4,Not sure,Yes,0,5,100,3.48,2.32,2.72,4.08,4.52,5,7,7,6,6,2.56,1,6.1,5.8,2.02,0,2,5,0,(2) agree,No,No,Yes,"[""None of the above""]",1,1,2,None,,Meat-eater,,25.98,0.923076923,62,Male,West,White,5,137500,951,0,0,0,0,0,1,1,0,0,3,4,4,2,5,4,5,4,4,4,5,2,5,5,5,5,5,3,6,6,6,1,2,2,3,6,6,5,5,high,55_,100000_,1.377173931
2,1,3,6,2,4,4,4,2,1,2,1,5,4,5,4,5,1,5,4,7,2,1.04,1.56,1.04,1,1.04,1.04,1.08,1.04,3.64,1.16,0,0,75,21,6,2,3,5,2,1,2,1,1,2,4,1,1,3,1,No,Not sure,150,200,15,4.16,3.56,3.68,2.36,2.44,2.12,4,5,5,5,6.16,1.06,1.06,6.4,5.44,2,1.9,2.1,0.3,(2) agree,No,No,Yes,"[""None of the above""]",0,0,3.24,Atheist,,Meat-eater,,15.6,0.923076923,31,Male,South,White,5,175000,952,0,0,0,0,0,1,1,0,0,2,1,3,5,2,,,,2,1,2,1,4,,4,,4,1,4,,6,5,2,3,4,,4,4,4,high,18_34,100000_,1.410965381
1,7,7,7,7,7,1,1,1,2,1,7,1,1,1,1,1,1,1,1,7,4.6,3.96,4.64,4.16,2.08,4.12,4.16,4.12,4.48,4.8,3.84,27,23,67,25,6,3,5,3,2,1,2,6,3,6,3,1,5,5,5,Yes,No,0,0,83,1.32,1.16,1.88,1,1.12,1.4,6,3,1,6,6.16,1.24,1.24,6.58,6.1,0.5,0.2,0.7,1.2,(2) agree,No,No,Yes,"[""None of the above""]",0,1,4.44,None,,Meat-eater,,14.5,0.923076923,59,Male,West,White,5,47500,953,0,0,0,0,0,1,1,0,0,1,6,6,6,6,6,1,1,1,2,1,6,1,1,1,1,1,1,1,1,6,5,3,4,3,5,3,1,5,high,55_,25000_49999,1.01077449
7,2,5,2,3,2,2,2,1,2,1,2,1,2,1,1,5,1,6,3,6,1,1,1,1,1,1,1,1,1,5,5,0,0,100,67,7,6,7,6,1,1,1,1,1,1,1,1,1,6,1,No,No,60,-1,5,5,5,5,5,4.44,3.88,7,5,7,7,7,1,1,7,5.26,0,0,0,0,(2) agree,Yes,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",1,3,3,None,,Meat-eater,pretty biased questions.,10.9,0.923076923,20,Male,West,White,5,137500,954,0,1,1,1,1,0,1,0,0.8,6,2,4,2,3,2,2,2,1,2,1,2,1,2,1,1,4,1,5,3,5,6,5,6,5,6,4,6,6,high,18_34,100000_,1.429139321
